Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Unique Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Unique Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Unique Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Unique Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Unique Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Unique Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Unique Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Unique Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Unique Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Unique Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Unique Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Unique Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Unique Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Unique Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Unique Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Unique Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Unique Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Unique Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Total Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Total Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Total Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Total Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Total Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Total Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Total Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Total Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Total Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Total Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Total Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Total Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Total Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Total Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Total Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Total Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Total Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Intensity	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 MaxLFQ Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 MaxLFQ Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 MaxLFQ Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 MaxLFQ Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 MaxLFQ Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 MaxLFQ Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 MaxLFQ Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 MaxLFQ Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 MaxLFQ Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 MaxLFQ Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 MaxLFQ Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 MaxLFQ Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 MaxLFQ Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 MaxLFQ Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 MaxLFQ Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 MaxLFQ Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 MaxLFQ Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q12805|FBLN3_HUMAN	Q12805	FBLN3_HUMAN	EFEMP1	493	Homo sapiens	1:Experimental evidence at protein level	EGF-containing fibulin-like extracellular matrix protein 1 	1.0	0.999	5	39	39	39	1	1	3	3	2	0	0	1	6	0	1	1	1	1	2	0	0	1	1	1	3	3	2	0	0	1	6	0	1	1	1	1	2	0	0	1	1	1	3	3	2	0	0	1	6	0	1	1	1	1	2	0	0	1	88824.07	606948.75	51218.19	60626.73	37434.883	15967.812	43745.547	35479.195	50301.29	12110.074	40582.89	39688.477	48095.207	54822.61	62053.16	15761.756	0.0	90750.72	62362.164	192987.75	43217.703	47518.14	31209.842	0.0	27062.434	24091.582	26204.094	0.0	22116.52	25148.826	39665.32	0.0	45547.418	0.0	0.0	48515.723	
sp|P12314|FCGR1_HUMAN	P12314	FCGR1_HUMAN	FCGR1A	374	Homo sapiens	1:Experimental evidence at protein level	High affinity immunoglobulin gamma Fc receptor I 	1.0	0.999	15	107	107	107	1	0	2	1	5	5	12	11	10	9	10	9	3	1	1	0	1	2	1	0	2	1	5	5	12	11	10	9	10	9	3	1	1	0	1	2	1	0	2	1	5	5	12	11	10	9	10	9	3	1	1	0	1	2	215312.45	142298.47	178594.73	114569.38	211295.3	220713.27	233991.28	245764.95	223411.23	171126.55	193895.27	224957.94	143252.05	63692.047	113504.6	28584.441	40382.895	83090.85	25846.19	23611.629	20634.875	20528.96	25933.625	27498.15	28949.564	30075.678	31333.889	24815.56	25878.725	29146.355	24890.438	21837.336	20963.664	19359.076	25101.23	27853.473	
sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	Homo sapiens	1:Experimental evidence at protein level	Ceruloplasmin 	1.0	0.999	13	130	130	130	9	1	5	10	5	5	17	10	12	18	13	8	3	2	2	0	0	2	9	1	5	10	5	5	17	10	12	18	13	8	3	2	2	0	0	2	9	1	5	10	5	5	17	10	12	18	13	8	3	2	2	0	0	2	178707.22	59395.58	217574.53	261958.62	145108.33	259663.47	294931.97	281307.03	243025.44	303999.4	303836.9	238558.61	75751.87	65345.188	66168.766	50188.992	0.0	21955.107	44938.71	39064.258	46281.758	54461.75	46509.18	46594.35	57987.305	49507.082	45553.203	56306.297	52547.137	47213.164	32381.67	24459.637	23352.541	19931.652	0.0	0.0	
sp|Q8IVU9|CBCO1_HUMAN	Q8IVU9	CBCO1_HUMAN	CABCOCO1	208	Homo sapiens	1:Experimental evidence at protein level	Ciliary-associated calcium-binding coiled-coil protein 1 	1.0	0.999	2	6	6	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	5022.1875	0.0	4642.654	3988.0127	0.0	0.0	0.0	6251.1353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6Q0C0|TRAF7_HUMAN	Q6Q0C0	TRAF7_HUMAN	TRAF7	670	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase TRAF7 	1.0	0.999	5	10	10	10	0	0	0	0	0	0	0	0	2	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	1	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	6470.73	7169.2954	0.0	23583.371	25658.516	14230.799	14257.794	14173.525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7445.2446	10725.983	10096.913	9951.063	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P59190|RAB15_HUMAN	P59190	RAB15_HUMAN	RAB15	212	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-15 	0.9042	0.9985	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39648.14	40241.496	0.0	6218.041	28297.25	50048.453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96RD3|O52E6_HUMAN	Q96RD3	O52E6_HUMAN	OR52E6	313	Homo sapiens	1:Experimental evidence at protein level	Olfactory receptor 52E6 	1.0	0.999	10	151	151	151	8	8	10	5	9	9	9	6	9	16	15	11	8	5	6	3	0	1	8	8	10	5	9	9	9	6	9	16	15	11	8	5	6	3	0	1	8	8	10	5	9	9	9	6	9	16	15	11	8	5	6	3	0	1	139325.3	143287.31	154945.11	134894.9	165856.2	204091.25	201594.58	185613.28	232210.55	249235.97	222170.69	237300.88	123578.57	91992.18	88138.71	74907.59	8794.787	77957.63	30010.764	33768.47	34018.562	29833.174	33380.37	33216.32	34959.16	34045.465	37548.516	40186.35	37094.09	39560.16	29011.037	27825.01	26506.205	24519.307	0.0	22392.041	
sp|P01597|KV139_HUMAN	P01597	KV139_HUMAN	IGKV1-39	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1-39 	1.0	0.999	10	181	181	181	10	8	8	6	15	11	10	10	9	10	10	8	19	13	14	3	3	4	10	8	8	6	15	11	10	10	9	10	10	8	19	13	14	3	3	4	10	8	8	6	15	11	10	10	9	10	10	8	19	13	14	3	3	4	138286.7	166081.2	120925.15	135423.6	167919.2	158090.81	136355.52	138460.02	124791.0	133527.25	134487.6	157492.7	503822.9	422175.6	442358.22	38508.367	34694.47	56516.63	37954.355	45330.562	30801.37	34921.535	38419.79	38684.484	33945.848	34073.07	34073.3	31304.107	33212.695	40201.53	84292.78	79751.016	77132.5	24005.94	21525.096	31953.893	
sp|H0YM25|GG6LV_HUMAN	H0YM25	GG6LV_HUMAN	GOLGA6L22	854	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily A member 6-like protein 22 	1.0	0.999	20	98	98	98	0	2	0	0	1	1	1	1	2	1	0	2	2	0	2	0	0	0	0	2	0	0	1	1	1	1	2	1	0	2	2	0	2	0	0	0	0	2	0	0	1	1	1	1	2	1	0	2	2	0	2	0	0	0	29660.975	18547.123	48137.727	26368.78	29842.867	35797.336	45212.945	53167.28	51593.324	27786.885	39420.562	38082.582	85568.15	8610.18	40295.887	8857.185	0.0	7137.4697	0.0	0.0	26343.564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16846.012	0.0	22549.578	0.0	0.0	0.0	
sp|Q9NX47|MARH5_HUMAN	Q9NX47	MARH5_HUMAN	MARCHF5	278	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase MARCHF5 	1.0	0.999	11	77	77	77	2	2	2	3	5	3	4	5	5	6	5	5	5	3	3	3	1	1	2	2	2	3	5	3	4	5	5	6	5	5	5	3	3	3	1	1	2	2	2	3	5	3	4	5	5	6	5	5	5	3	3	3	1	1	69054.19	52208.793	78993.61	84086.2	96089.16	91924.96	77206.74	99893.414	97054.336	90916.94	92203.64	101773.49	111365.39	67757.99	100679.2	42349.74	13887.479	44979.758	29083.451	33706.625	28588.725	30314.059	31168.12	30169.771	30090.336	31371.24	30460.107	35834.684	33222.062	32219.568	23948.44	23364.506	30039.129	25056.602	0.0	23245.635	
sp|P83731|RL24_HUMAN	P83731	RL24_HUMAN	RPL24	157	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL24 	1.0	0.999	2	12	12	12	2	0	0	1	1	1	1	2	1	2	0	1	0	0	0	0	0	0	2	0	0	1	1	1	1	2	1	2	0	1	0	0	0	0	0	0	2	0	0	1	1	1	1	2	1	2	0	1	0	0	0	0	0	0	15266.675	0.0	0.0	14600.176	11660.228	10706.377	19277.822	14151.684	12549.274	19317.71	15088.885	19070.432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14976.489	0.0	0.0	15059.111	0.0	14056.811	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P37288|V1AR_HUMAN	P37288	V1AR_HUMAN	AVPR1A	418	Homo sapiens	1:Experimental evidence at protein level	Vasopressin V1a receptor 	1.0	0.999	6	43	34	43	0	0	0	0	0	0	2	3	6	1	0	6	2	0	2	0	0	1	0	0	0	0	0	0	2	3	5	0	0	5	1	0	2	0	0	1	0	0	0	0	0	0	2	3	6	1	0	6	2	0	2	0	0	1	47627.438	36334.92	40239.773	48971.906	366395.12	57195.58	84199.41	83094.44	58446.074	60164.508	53554.17	100389.29	83958.78	46783.715	58479.137	53795.402	0.0	54697.176	21320.95	25389.984	17911.88	19086.762	28183.799	25416.965	28308.957	30417.1	27093.988	22571.037	25174.902	28972.303	30700.828	22862.92	27695.129	29511.602	0.0	24238.682	
sp|Q13126|MTAP_HUMAN	Q13126	MTAP_HUMAN	MTAP	283	Homo sapiens	1:Experimental evidence at protein level	S-methyl-5'-thioadenosine phosphorylase 	0.8874	0.9982	1	2	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	6959.3257	8807.776	11605.323	0.0	13603.373	16434.555	17278.965	5667.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NGR6|OR1B1_HUMAN	Q8NGR6	OR1B1_HUMAN	OR1B1	317	Homo sapiens	1:Experimental evidence at protein level	Olfactory receptor 1B1 	1.0	0.999	9	41	41	41	0	0	0	0	2	1	4	2	2	3	1	1	14	2	4	1	0	0	0	0	0	0	2	1	4	2	2	3	1	1	14	2	4	1	0	0	0	0	0	0	2	1	4	2	2	3	1	1	14	2	4	1	0	0	7649.131	0.0	6926.199	9176.552	52992.246	61365.914	53326.35	52006.562	55907.137	26866.582	22965.648	27703.975	167422.95	76633.95	91405.28	12155.928	0.0	16082.199	0.0	0.0	0.0	0.0	27710.572	27999.18	26932.12	28841.424	31123.354	19369.475	15013.812	19134.842	35781.055	55751.832	25218.504	0.0	0.0	0.0	
sp|Q8NHW4|CC4L_HUMAN	Q8NHW4	CC4L_HUMAN	CCL4L1	92	Homo sapiens	1:Experimental evidence at protein level	C-C motif chemokine 4-like 	1.0	0.999	2	47	47	47	3	4	3	3	1	0	1	1	1	0	1	2	3	3	4	1	0	3	3	4	3	3	1	0	1	1	1	0	1	2	3	3	4	1	0	3	3	4	3	3	1	0	1	1	1	0	1	2	3	3	4	1	0	3	48775.66	80471.41	34362.203	35581.223	22960.707	19266.912	23016.588	22416.451	20265.906	0.0	16501.15	20014.408	98748.53	113682.25	79378.93	73400.66	88743.67	106034.43	26122.268	47674.453	18839.791	18273.824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58265.816	66591.82	46588.316	42552.836	52301.902	62617.32	
sp|Q13362|2A5G_HUMAN	Q13362	2A5G_HUMAN	PPP2R5C	524	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform 	1.0	0.999	5	3	3	12	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	5	0	3	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24065.436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O75541|ZN821_HUMAN	O75541	ZN821_HUMAN	ZNF821	412	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 821 	1.0	0.999	12	153	153	153	4	4	8	4	7	2	3	3	4	8	8	5	11	8	2	3	1	9	4	4	8	4	7	2	3	3	4	8	8	5	11	8	2	3	1	9	4	4	8	4	7	2	3	3	4	8	8	5	11	8	2	3	1	9	380946.56	220707.2	537536.2	616581.25	1172061.2	1133136.5	977967.3	1139430.2	912729.5	730028.4	828717.4	915970.2	517899.1	394732.78	496207.53	219548.75	104375.8	899023.3	305861.12	311755.4	275160.75	267002.9	344268.62	279467.7	278740.88	286650.03	344407.3	288868.8	291838.16	326605.28	369720.0	360260.8	305533.44	440433.66	388972.0	464611.9	
sp|Q8TBR7|TLC3A_HUMAN	Q8TBR7	TLC3A_HUMAN	TLCD3A	257	Homo sapiens	1:Experimental evidence at protein level	TLC domain-containing protein 3A 	0.5317	0.9875	1	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	8245.628	0.0	0.0	7567.667	0.0	0.0	0.0	0.0	9306.818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8IZA3|H18_HUMAN	Q8IZA3	H18_HUMAN	H1-8	346	Homo sapiens	1:Experimental evidence at protein level	Histone H1.8 	1.0	0.999	2	11	11	11	0	0	0	0	0	0	0	0	1	5	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	1	0	1	0	0	0	0.0	0.0	16650.244	17695.652	18605.004	12569.4795	9729.518	9597.046	10325.558	26565.36	16655.62	24071.172	16429.545	0.0	17620.86	0.0	0.0	0.0	0.0	0.0	0.0	10847.499	11974.447	0.0	0.0	0.0	0.0	16366.573	0.0	15399.793	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P13797|PLST_HUMAN	P13797	PLST_HUMAN	PLS3	630	Homo sapiens	1:Experimental evidence at protein level	Plastin-3 	0.9999	0.999	2	7	7	7	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17180.082	16603.87	18152.588	22511.979	16187.107	31817.969	19181.355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8NH95|O13C6_HUMAN	Q8NH95	O13C6_HUMAN	OR13C6P	151	Homo sapiens	1:Experimental evidence at protein level	Putative olfactory receptor 13C6 	0.9996	0.999	2	9	9	9	0	0	0	0	1	0	0	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	4	1	0	0	0	0	0	0	0	0.0	0.0	17952.38	15214.809	21687.434	13903.26	11741.226	27148.139	30240.7	37262.43	19296.93	16371.627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13249.555	0.0	0.0	16717.402	18272.104	21018.566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q717R9|CYS1_HUMAN	Q717R9	CYS1_HUMAN	CYS1	158	Homo sapiens	1:Experimental evidence at protein level	Cystin-1 	1.0	0.999	19	90	90	90	1	0	4	0	0	0	2	2	4	2	5	4	26	9	22	0	0	0	1	0	4	0	0	0	2	2	4	2	5	4	26	9	22	0	0	0	1	0	4	0	0	0	2	2	4	2	5	4	26	9	22	0	0	0	10341.357	0.0	19928.758	0.0	12280.831	15647.039	24541.201	31062.457	31470.396	26566.531	36517.29	21731.986	909761.5	687246.6	635212.9	402078.3	644746.75	498246.44	29704.5	0.0	36145.965	0.0	0.0	44608.082	39903.01	35159.375	39305.375	35550.484	44586.355	54419.203	137949.78	88516.37	134528.03	35440.895	0.0	37209.395	
sp|Q9NVF9|EKI2_HUMAN	Q9NVF9	EKI2_HUMAN	ETNK2	386	Homo sapiens	1:Experimental evidence at protein level	Ethanolamine kinase 2 	1.0	0.999	18	104	104	104	5	0	6	6	3	4	1	2	3	6	1	2	14	3	6	3	2	0	5	0	6	6	3	4	1	2	3	6	1	2	14	3	6	3	2	0	5	0	6	6	3	4	1	2	3	6	1	2	14	3	6	3	2	0	239240.7	204432.0	173412.33	276434.0	142534.78	161794.97	159016.05	178708.31	131988.83	137179.78	123026.414	140828.25	281246.2	298895.84	290802.75	122098.16	98503.3	132437.58	70114.695	55337.438	59642.66	68420.57	57846.76	56372.562	52941.367	58367.336	51933.26	60601.91	56701.098	52801.168	59158.89	68623.47	72560.32	45838.895	48461.945	62806.06	
sp|Q6EEV6|SUMO4_HUMAN	Q6EEV6	SUMO4_HUMAN	SUMO4	95	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 4 	1.0	0.999	3	48	48	48	0	0	0	0	0	2	0	2	3	9	6	5	5	5	8	0	0	0	0	0	0	0	0	2	0	2	3	9	6	5	5	5	8	0	0	0	0	0	0	0	0	2	0	2	3	9	6	5	5	5	8	0	0	0	7773.7446	0.0	0.0	6294.49	13681.984	11779.231	25932.553	26578.945	33839.242	47267.04	42394.055	49875.64	55690.004	33855.133	57092.06	0.0	0.0	0.0	5298.024	0.0	0.0	0.0	8315.858	0.0	12242.722	12378.737	15131.754	21560.965	19695.979	22323.695	26701.88	22697.404	22909.56	0.0	0.0	0.0	
sp|Q9P1F3|ABRAL_HUMAN	Q9P1F3	ABRAL_HUMAN	ABRACL	81	Homo sapiens	1:Experimental evidence at protein level	Costars family protein ABRACL 	1.0	0.999	3	20	20	20	0	1	0	0	0	1	0	0	3	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	1	1	0	1	0	0	0	0	0	18481.908	18720.744	24831.025	26298.729	21910.373	33174.008	29162.209	22119.28	32530.91	34787.445	36377.16	19234.025	16814.592	20028.252	14789.487	18843.39	22217.184	31134.797	0.0	0.0	16595.465	16573.314	13343.5625	24201.436	19208.809	0.0	23593.72	25352.639	24248.309	0.0	0.0	0.0	0.0	0.0	0.0	19653.303	
sp|Q6PF04|ZN613_HUMAN	Q6PF04	ZN613_HUMAN	ZNF613	617	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 613 	1.0	0.999	4	6	6	6	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0.0	10588.21	0.0	0.0	6215.5103	10452.602	7737.732	0.0	5556.5	0.0	7880.3135	12214.471	38405.758	35184.56	39675.664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27974.158	0.0	27991.775	0.0	0.0	0.0	
sp|Q8WWV6|FCAMR_HUMAN	Q8WWV6	FCAMR_HUMAN	FCAMR	532	Homo sapiens	1:Experimental evidence at protein level	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor 	0.461	0.9834	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5713.4517	0.0	0.0	0.0	0.0	0.0	0.0	5693.807	8059.5674	6845.347	7802.4155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
