Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
Q9ULW2	reviewed	FZD10_HUMAN	Frizzled-10 (Fz-10) (hFz10) (FzE7) (CD antigen CD350)	FZD10	Homo sapiens (Human)	581	FZD10	9606
Q9UM11	reviewed	FZR1_HUMAN	Fizzy-related protein homolog (Fzr) (CDC20-like protein 1) (Cdh1/Hct1 homolog) (hCDH1)	FZR1 CDH1 FYR FZR KIAA1242	Homo sapiens (Human)	496	FZR1	9606
Q9UM13	reviewed	APC10_HUMAN	Anaphase-promoting complex subunit 10 (APC10) (Cyclosome subunit 10)	ANAPC10 APC10	Homo sapiens (Human)	185	ANAPC10	9606
Q9UM47	reviewed	NOTC3_HUMAN	Neurogenic locus notch homolog protein 3 (Notch 3) [Cleaved into: Notch 3 extracellular truncation; Notch 3 intracellular domain]	NOTCH3	Homo sapiens (Human)	2321	NOTCH3	9606
Q9UMS4	reviewed	PRP19_HUMAN	Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (RING-type E3 ubiquitin transferase PRP19) (Senescence evasion factor)	PRPF19 NMP200 PRP19 SNEV	Homo sapiens (Human)	504	PRPF19	9606
Q9UMX0	reviewed	UBQL1_HUMAN	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1	Homo sapiens (Human)	589	UBQLN1	9606
Q9UMX1	reviewed	SUFU_HUMAN	Suppressor of fused homolog (SUFUH)	SUFU UNQ650/PRO1280	Homo sapiens (Human)	484	SUFU	9606
Q9UMX3	reviewed	BOK_HUMAN	Bcl-2-related ovarian killer protein (hBOK) (Bcl-2-like protein 9) (Bcl2-L-9)	BOK BCL2L9	Homo sapiens (Human)	212	BOK	9606
Q9UNE7	reviewed	CHIP_HUMAN	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 CHIP PP1131	Homo sapiens (Human)	303	STUB1	9606
Q9UNM6	reviewed	PSD13_HUMAN	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)	PSMD13	Homo sapiens (Human)	376	PSMD13	9606
Q9UNN5	reviewed	FAF1_HUMAN	FAS-associated factor 1 (hFAF1) (UBX domain-containing protein 12) (UBX domain-containing protein 3A)	FAF1 UBXD12 UBXN3A CGI-03	Homo sapiens (Human)	650	FAF1	9606
Q9UNS2	reviewed	CSN3_HUMAN	COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3)	COPS3 CSN3	Homo sapiens (Human)	423	COPS3	9606
Q9UNZ2	reviewed	NSF1C_HUMAN	NSFL1 cofactor p47 (UBX domain-containing protein 2C) (p97 cofactor p47)	NSFL1C UBXN2C	Homo sapiens (Human)	370	NSFL1C	9606
Q9UP38	reviewed	FZD1_HUMAN	Frizzled-1 (Fz-1) (hFz1) (FzE1)	FZD1	Homo sapiens (Human)	647	FZD1	9606
Q9UPN9	reviewed	TRI33_HUMAN	E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RET-fused gene 7 protein) (Protein Rfg7) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)	TRIM33 KIAA1113 RFG7 TIF1G	Homo sapiens (Human)	1127	TRIM33	9606
Q9UPQ4	reviewed	TRI35_HUMAN	E3 ubiquitin-protein ligase TRIM35 (EC 2.3.2.27) (Hemopoietic lineage switch protein 5)	TRIM35 HLS5 KIAA1098	Homo sapiens (Human)	493	TRIM35	9606
Q9UPW5	reviewed	CBPC1_HUMAN	Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (EC 3.4.17.24) (ATP/GTP-binding protein 1) (Nervous system nuclear protein induced by axotomy protein 1 homolog) (Protein deglutamylase CCP1)	AGTPBP1 CCP1 KIAA1035 NNA1	Homo sapiens (Human)	1226	AGTPBP1	9606
Q9UPW8	reviewed	UN13A_HUMAN	Protein unc-13 homolog A (Munc13-1)	UNC13A KIAA1032	Homo sapiens (Human)	1703	UNC13A	9606
Q9UQF2	reviewed	JIP1_HUMAN	C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain 1) (IB-1) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1)	MAPK8IP1 IB1 JIP1 PRKM8IP	Homo sapiens (Human)	711	MAPK8IP1	9606
Q9URV2	reviewed	APC1_SCHPO	Anaphase-promoting complex subunit 1 (20S cyclosome/APC complex protein apc1) (Cell untimely torn protein 4)	cut4 apc1 SPBC106.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1458	cut4	284812
Q9UTG2	reviewed	PUB2_SCHPO	E3 ubiquitin-protein ligase pub2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase pub2)	pub2 SPAC1805.15c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	671	pub2	284812
Q9UTK5	reviewed	ALM1_SCHPO	Nucleoporin alm1 (Abnormal long morphology protein 1) (Sp8)	alm1 SPAC1486.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1727	alm1	284812
Q9UUB6	reviewed	UBLH2_SCHPO	Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12)	uch2 SPBC409.06	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	300	uch2	284812
Q9UUD1	reviewed	SREBP_SCHPO	Sterol regulatory element-binding protein 1 [Cleaved into: Processed sterol regulatory element-binding protein 1]	sre1 SPBC19C2.09	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	900	sre1	284812
Q9V2V5	reviewed	PSA2_HALVD	Proteasome subunit alpha 2 (20S proteasome alpha subunit 2) (Proteasome core protein PsmA 2)	psmA2 psmC HVO_2923	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	249	psmA2	309800
Q9V2V6	reviewed	PSA1_HALVD	Proteasome subunit alpha 1 (20S proteasome alpha subunit 1) (Proteasome core protein PsmA 1) [Cleaved into: Proteasome subunit alpha 1, N-terminally processed]	psmA1 psmA HVO_1091	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	252	psmA1	309800
Q9V345	reviewed	CSN4_DROME	COP9 signalosome complex subunit 4 (Dch4) (Signalosome subunit 4)	CSN4 CG8725	Drosophila melanogaster (Fruit fly)	407	CSN4	7227
Q9V3C1	reviewed	VHL_DROME	Protein Vhl	Vhl CG13221	Drosophila melanogaster (Fruit fly)	178	Vhl	7227
Q9V3H2	reviewed	PSDE_DROME	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory complex subunit p37B) (26S proteasome regulatory subunit rpn11) (Yippee-interacting protein 5)	Rpn11 yip5 CG18174	Drosophila melanogaster (Fruit fly)	308	Rpn11	7227
Q9V3P6	reviewed	PSMD1_DROME	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory complex subunit p110) (26S proteasome regulatory subunit RPN2)	Rpn2 CG11888	Drosophila melanogaster (Fruit fly)	1020	Rpn2	7227
Q9V3Z1	reviewed	TRIB_DROME	Tribbles	trbl CG5408	Drosophila melanogaster (Fruit fly)	484	trbl	7227
Q9V4M2	reviewed	WECH_DROME	Protein wech (Protein dappled)	wech dpld CG42396	Drosophila melanogaster (Fruit fly)	832	wech	7227
Q9V637	reviewed	PSMF1_DROME	Proteasome inhibitor PI31 subunit	PI31 CG8979	Drosophila melanogaster (Fruit fly)	270	PI31	7227
Q9V6K1	reviewed	TPP2_DROME	Tripeptidyl-peptidase 2 (TPP-2) (EC 3.4.14.10) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase II) (TPP-II) (dTPP II)	TppII CG3991	Drosophila melanogaster (Fruit fly)	1441	TppII	7227
Q9V6L9	reviewed	FBSP1_DROME	F-box/SPRY domain-containing protein 1 (DFsn)	Fsn CG4643	Drosophila melanogaster (Fruit fly)	255	Fsn	7227
Q9V6U8	reviewed	UBA3_DROME	Nedd8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (Ubiquitin-activating enzyme 3 homolog)	Uba3 CG13343	Drosophila melanogaster (Fruit fly)	450	Uba3	7227
Q9V853	reviewed	SMUF1_DROME	E3 ubiquitin-protein ligase Smurf1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Smurf1) (Lethal with a checkpoint kinase protein) (SMAD ubiquitination regulatory factor 1 homolog) (DSmurf)	Smurf lack Smurf1 CG4943	Drosophila melanogaster (Fruit fly)	1061	Smurf	7227
Q9VBP3	reviewed	TNKS_DROME	Poly [ADP-ribose] polymerase tankyrase (dTNKS) (EC 2.4.2.30) (Poly [ADP-ribose] polymerase) (Protein poly-ADP-ribosyltransferase tankyrase) (EC 2.4.2.-)	Tnks tankyrase CG4719	Drosophila melanogaster (Fruit fly)	1181	Tnks	7227
Q9VBP9	reviewed	NPL4_DROME	Nuclear protein localization protein 4 homolog	Npl4 CG4673	Drosophila melanogaster (Fruit fly)	652	Npl4	7227
Q9VC56	reviewed	PUF_DROME	Ubiquitin carboxyl-terminal hydrolase puf (EC 3.4.19.12) (Protein puffyeye)	puf Usp34 CG5794	Drosophila melanogaster (Fruit fly)	3912	puf	7227
Q9VFP2	reviewed	RDX_DROME	Protein roadkill (Hh-induced MATH and BTB domain-containing protein)	rdx HIB CG12537	Drosophila melanogaster (Fruit fly)	829	rdx	7227
Q9VGE3	reviewed	DCA12_DROME	DDB1- and CUL4-associated factor 12 homolog	DCAF12 CG3313	Drosophila melanogaster (Fruit fly)	459	DCAF12	7227
Q9VLT5	reviewed	POE_DROME	Protein purity of essence (Interaction calmodulin and colossal molecular mass protein) (Protein Calossin) (Protein pushover)	poe calo push CG14472	Drosophila melanogaster (Fruit fly)	5322	poe	7227
Q9VR05	reviewed	PARIS_DROME	Zinc finger protein Paris (Parkin-interacting substrate)	Paris CG15436	Drosophila melanogaster (Fruit fly)	346	Paris	7227
Q9VRP5	reviewed	UBP36_DROME	Ubiquitin carboxyl-terminal hydrolase 36 (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Protein scrawny) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)	scny Usp36 CG5505	Drosophila melanogaster (Fruit fly)	1038	scny	7227
Q9VSF3	reviewed	UBC2M_DROME	Nedd8-conjugating enzyme UbcE2M (EC 2.3.2.34) (Nedd8 carrier protein)	UbcE2M Ubc12 CG7375	Drosophila melanogaster (Fruit fly)	181	UbcE2M	7227
Q9VTL1	reviewed	PCID2_DROME	PCI domain-containing protein 2 homolog (CSN12-like protein)	PCID2 CG7351	Drosophila melanogaster (Fruit fly)	395	PCID2	7227
Q9VTY6	reviewed	UBE2C_DROME	Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (Ubiquitin carrier protein C) (Ubiquitin carrier protein vihar) (Ubiquitin-protein ligase C)	vih Ubch10 CG10682	Drosophila melanogaster (Fruit fly)	178	vih	7227
Q9VVI3	reviewed	NEDD4_DROME	E3 ubiquitin-protein ligase Nedd-4 (DNedd4) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4)	Nedd4 CG7555	Drosophila melanogaster (Fruit fly)	1007	Nedd4	7227
Q9VW09	reviewed	LTN1_DROME	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (Listerin E3 ubiquitin protein ligase 1) (RING-type E3 ubiquitin transferase listerin)	Ltn1 l(3)76BDr CG32210	Drosophila melanogaster (Fruit fly)	1747	Ltn1	7227
Q9VWQ2	reviewed	S6KL_DROME	Serine/threonine-protein kinase S6KL (EC 2.7.11.-) (Protein kinase-like 17E) (S6 kinase-like protein)	S6KL Bin4 Pk17E CG7001	Drosophila melanogaster (Fruit fly)	483	S6KL	7227
Q9VX88	reviewed	WAC_DROME	WW domain-containing adapter protein with coiled-coil homolog (Protein wacky)	wcy CG8949	Drosophila melanogaster (Fruit fly)	834	wcy	7227
Q9VYY3	reviewed	UBA5_DROME	Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (UFM1-activating enzyme)	Uba5 CG1749	Drosophila melanogaster (Fruit fly)	404	Uba5	7227
Q9W2F2	reviewed	DCAF1_DROME	Protein mahjong (DDB1- and CUL4-associated factor-like 1) (VPRBP-like protein)	mahj CG10080	Drosophila melanogaster (Fruit fly)	1544	mahj	7227
Q9W3M3	reviewed	UBR3_DROME	E3 ubiquitin-protein ligase Ubr3 (EC 2.3.2.27) (E3 ubiquitin-protein transferase Ubr3)	Ubr3 CG42593	Drosophila melanogaster (Fruit fly)	2219	Ubr3	7227
Q9W5E1	reviewed	RBX1A_DROME	RING-box protein 1A (Regulator of cullins 1a) (dRbx1)	Roc1a CG16982	Drosophila melanogaster (Fruit fly)	108	Roc1a	7227
Q9WDA6	reviewed	POLG_DEN2Q	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Dengue virus type 2 (strain Peru/IQT2913/1996) (DENV-2)	3391		408694
Q9WMX2	reviewed	POLG_HCVCO	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]		Hepatitis C virus genotype 1b (isolate Con1) (HCV)	3010		333284
Q9WTK5	reviewed	NFKB2_MOUSE	Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit]	Nfkb2	Mus musculus (Mouse)	899	Nfkb2	10090
Q9WTL8	reviewed	BMAL1_MOUSE	Basic helix-loop-helix ARNT-like protein 1 (Arnt3) (Aryl hydrocarbon receptor nuclear translocator-like protein 1) (Brain and muscle ARNT-like 1)	Bmal1 Arntl	Mus musculus (Mouse)	632	Bmal1	10090
Q9WTN3	reviewed	SRBP1_MOUSE	Sterol regulatory element-binding protein 1 (SREBP-1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)]	Srebf1 Srebp1	Mus musculus (Mouse)	1134	Srebf1	10090
Q9WTS5	reviewed	TEN2_MOUSE	Teneurin-2 (Ten-2) (Protein Odd Oz/ten-m homolog 2) (Tenascin-M2) (Ten-m2) (Teneurin transmembrane protein 2) [Cleaved into: Ten-2, soluble form; Ten-2 intracellular domain (Ten-2 ICD)]	Tenm2 Kiaa1127 Odz2 Tnm2	Mus musculus (Mouse)	2764	Tenm2	10090
Q9WTV7	reviewed	RNF12_MOUSE	E3 ubiquitin-protein ligase RLIM (EC 2.3.2.27) (LIM domain-interacting RING finger protein) (RING finger LIM domain-binding protein) (R-LIM) (RING finger protein 12) (RING-type E3 ubiquitin transferase RLIM)	Rlim Rnf12	Mus musculus (Mouse)	600	Rlim	10090
Q9WTX5	reviewed	SKP1_MOUSE	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (S-phase kinase-associated protein 1A) (p19A) (p19skp1)	Skp1 Skp1a	Mus musculus (Mouse)	163	Skp1	10090
Q9WTX6	reviewed	CUL1_MOUSE	Cullin-1 (CUL-1)	Cul1	Mus musculus (Mouse)	776	Cul1	10090
Q9WTY9	reviewed	MK13_RAT	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4)	Mapk13	Rattus norvegicus (Rat)	366	Mapk13	10116
Q9WTZ1	reviewed	RBX2_MOUSE	RING-box protein 2 (Rbx2) (RING finger protein 7) (Sensitive to apoptosis gene protein)	Rnf7 Rbx2 Sag	Mus musculus (Mouse)	113	Rnf7	10090
Q9WTZ9	reviewed	BEX3_MOUSE	Protein BEX3 (Brain-expressed X-linked protein 3 homolog) (Nerve growth factor receptor-associated protein 1) (p75NTR-associated cell death executor)	Bex3 Nade Ngfrap1	Mus musculus (Mouse)	124	Bex3	10090
Q9WU39	reviewed	SCNNG_MOUSE	Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma) (Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG)	Scnn1g	Mus musculus (Mouse)	655	Scnn1g	10090
Q9WU82	reviewed	CTNB1_RAT	Catenin beta-1 (Beta-catenin)	Ctnnb1 Catnb	Rattus norvegicus (Rat)	781	Ctnnb1	10116
Q9WUA5	reviewed	EPM2A_MOUSE	Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Lafora PTPase) (LAFPTPase)	Epm2a	Mus musculus (Mouse)	330	Epm2a	10090
Q9WUA6	reviewed	AKT3_MOUSE	RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma)	Akt3	Mus musculus (Mouse)	479	Akt3	10090
Q9WUB0	reviewed	HOIL1_MOUSE	RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.31) (Heme-oxidized IRP2 ubiquitin ligase 1 homolog) (HOIL-1) (RING-type E3 ubiquitin transferase HOIL-1) (UbcM4-interacting protein 28) (Ubiquitin-conjugating enzyme 7-interacting protein 3)	Rbck1 Rbck Ubce7ip3 Uip28	Mus musculus (Mouse)	508	Rbck1	10090
Q9WUD1	reviewed	CHIP_MOUSE	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	Stub1 Chip	Mus musculus (Mouse)	304	Stub1	10090
Q9WUI1	reviewed	MK11_MOUSE	Mitogen-activated protein kinase 11 (MAP kinase 11) (MAPK 11) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 beta) (MAP kinase p38 beta) (p38B)	Mapk11 Prkm11	Mus musculus (Mouse)	364	Mapk11	10090
Q9WUL6	reviewed	M3K14_MOUSE	Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (Serine/threonine-protein kinase NIK)	Map3k14 Nik	Mus musculus (Mouse)	942	Map3k14	10090
Q9WUM7	reviewed	HIPK2_MESAU	Homeodomain-interacting protein kinase 2 (EC 2.7.11.1) (Mx-interacting protein kinase) (PKM)	Hipk2	Mesocricetus auratus (Golden hamster)	1168	Hipk2	10036
Q9WUP7	reviewed	UCHL5_MOUSE	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)	Uchl5 Uch37	Mus musculus (Mouse)	329	Uchl5	10090
Q9WUQ5	reviewed	CXL14_MOUSE	C-X-C motif chemokine 14 (B-cell and monocyte-activating chemokine) (Chemokine BRAK) (Kidney-expressed chemokine CXC) (MIP-2G) (Small-inducible cytokine B14)	Cxcl14 Bmac Kec Ks1 Mip2g Scyb14	Mus musculus (Mouse)	99	Cxcl14	10090
Q9WUR6	reviewed	P53_CAVPO	Cellular tumor antigen p53 (Tumor suppressor p53)	TP53	Cavia porcellus (Guinea pig)	391	TP53	10141
Q9WV31	reviewed	ARC_MOUSE	Activity-regulated cytoskeleton-associated protein (mArc) (Activity-regulated gene 3.1 protein) (ARC/ARG3.1) (Arg3.1)	Arc	Mus musculus (Mouse)	396	Arc	10090
Q9WV59	reviewed	TRI17_RAT	E3 ubiquitin-protein ligase TRIM17 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM17) (Testis RING finger protein) (Tripartite motif-containing protein 17)	Trim17 Terf	Rattus norvegicus (Rat)	477	Trim17	10116
Q9WV60	reviewed	GSK3B_MOUSE	Glycogen synthase kinase-3 beta (GSK-3 beta) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3B) (EC 2.7.11.1)	Gsk3b	Mus musculus (Mouse)	420	Gsk3b	10090
Q9WV71	reviewed	ASB4_MOUSE	Ankyrin repeat and SOCS box protein 4 (ASB-4)	Asb4	Mus musculus (Mouse)	426	Asb4	10090
Q9WVB9	reviewed	DVL1_RAT	Segment polarity protein dishevelled homolog DVL-1 (Dishevelled-1) (DSH homolog 1)	Dvl1	Rattus norvegicus (Rat)	695	Dvl1	10116
Q9WVH3	reviewed	FOXO4_MOUSE	Forkhead box protein O4 (Afxh) (Fork head domain transcription factor AFX1)	Foxo4 Afx Afx1 Fkhr3 Mllt7	Mus musculus (Mouse)	505	Foxo4	10090
Q9WVH4	reviewed	FOXO3_MOUSE	Forkhead box protein O3	Foxo3 Fkhr2 Foxo3a	Mus musculus (Mouse)	672	Foxo3	10090
Q9WVI9	reviewed	JIP1_MOUSE	C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain-1) (IB-1) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1)	Mapk8ip1 Ib1 Jip1 Mapk8ip Prkm8ip	Mus musculus (Mouse)	707	Mapk8ip1	10090
Q9WVM3	reviewed	APC7_MOUSE	Anaphase-promoting complex subunit 7 (APC7) (Cyclosome subunit 7) (Prediabetic NOD sera-reactive autoantigen)	Anapc7 Apc7	Mus musculus (Mouse)	565	Anapc7	10090
Q9WVS6	reviewed	PRKN_MOUSE	E3 ubiquitin-protein ligase parkin (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase)	Prkn Park2	Mus musculus (Mouse)	464	Prkn	10090
Q9WVS9	reviewed	CLOCK_RAT	Circadian locomoter output cycles protein kaput (rCLOCK) (EC 2.3.1.48)	Clock	Rattus norvegicus (Rat)	862	Clock	10116
Q9XFM0	reviewed	IAA28_ARATH	Auxin-responsive protein IAA28 (Indoleacetic acid-induced protein 28)	IAA28 At5g25890 F18A17.6 T1N24.24	Arabidopsis thaliana (Mouse-ear cress)	175	IAA28	3702
Q9XSJ0	reviewed	UCHL5_BOVIN	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)	UCHL5 UCH37	Bos taurus (Bovine)	328	UCHL5	9913
Q9XTA5	reviewed	HIF1A_BOVIN	Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha)	HIF1A	Bos taurus (Bovine)	823	HIF1A	9913
Q9XUJ7	reviewed	DKF1_CAEEL	Serine/threonine-protein kinase dkf-1 (EC 2.7.11.13)	dkf-1 W09C5.5	Caenorhabditis elegans	722	dkf-1	6239
Q9XWD6	reviewed	CED1_CAEEL	Cell death abnormality protein 1	ced-1 Y47H9C.4	Caenorhabditis elegans	1111	ced-1	6239
Q9XWF6	reviewed	UBE2W_CAEEL	Ubiquitin-conjugating enzyme E2 W (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme W) (N-terminal E2 ubiquitin-conjugating enzyme) (EC 2.3.2.25) (N-terminus-conjugating E2) (Ubiquitin carrier protein W) (Ubiquitin-conjugating enzyme 16) (Ubiquitin-protein ligase W)	ubc-16 Y54E5B.4	Caenorhabditis elegans	152	ubc-16	6239
Q9XX00	reviewed	SRBPH_CAEEL	Sterol regulatory element binding protein sbp-1 (SREBP sbp-1) [Cleaved into: Processed sterol regulatory element binding protein sbp-1]	sbp-1 hlh-20 lpd-1 SREBP Y47D3B.7	Caenorhabditis elegans	1113	sbp-1	6239
Q9XYZ5	reviewed	DDB1_DROME	DNA damage-binding protein 1 (D-DDB1) (Damage-specific DNA-binding protein 1) (Protein piccolo)	pic DDB1 CG7769	Drosophila melanogaster (Fruit fly)	1140	pic	7227
Q9Y0H4	reviewed	SUDX_DROME	E3 ubiquitin-protein ligase Su(dx) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase Su(dx)) (Protein suppressor of deltex)	Su(dx) CG4244	Drosophila melanogaster (Fruit fly)	949	Su(dx)	7227
Q9Y243	reviewed	AKT3_HUMAN	RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2)	AKT3 PKBG	Homo sapiens (Human)	479	AKT3	9606
Q9Y244	reviewed	POMP_HUMAN	Proteasome maturation protein (Proteassemblin) (Protein UMP1 homolog) (hUMP1) (Voltage-gated K channel beta subunit 4.1)	POMP C13orf12 UMP1 HSPC014 HSPC036 PNAS-110	Homo sapiens (Human)	141	POMP	9606
Q9Y252	reviewed	RNF6_HUMAN	E3 ubiquitin-protein ligase RNF6 (EC 2.3.2.27)	RNF6 SPG2	Homo sapiens (Human)	685	RNF6	9606
Q9Y263	reviewed	PLAP_HUMAN	Phospholipase A-2-activating protein (PLA2P) (PLAP)	PLAA PLAP	Homo sapiens (Human)	795	PLAA	9606
Q9Y283	reviewed	INVS_HUMAN	Inversin (Inversion of embryo turning homolog) (Nephrocystin-2)	INVS INV NPHP2	Homo sapiens (Human)	1065	INVS	9606
Q9Y294	reviewed	ASF1A_HUMAN	Histone chaperone ASF1A (Anti-silencing function protein 1 homolog A) (hAsf1) (hAsf1a) (CCG1-interacting factor A) (CIA) (hCIA)	ASF1A CGI-98 HSPC146	Homo sapiens (Human)	204	ASF1A	9606
Q9Y295	reviewed	DRG1_HUMAN	Developmentally-regulated GTP-binding protein 1 (DRG-1) (Neural precursor cell expressed developmentally down-regulated protein 3) (NEDD-3) (Translation factor GTPase DRG1) (TRAFAC GTPase DRG1) (EC 3.6.5.-)	DRG1 NEDD3	Homo sapiens (Human)	367	DRG1	9606
Q9Y297	reviewed	FBW1A_HUMAN	F-box/WD repeat-containing protein 1A (E3RSIkappaB) (Epididymis tissue protein Li 2a) (F-box and WD repeats protein beta-TrCP) (pIkappaBalpha-E3 receptor subunit)	BTRC BTRCP FBW1A FBXW1A	Homo sapiens (Human)	605	BTRC	9606
