Protein.Group	Columns can be as numerous as you want and contain whatever you want.	As long as there is a "Protein.Group" -column, and sample columns that match the sample table exactly.	6136_sample1_replicate1	6135_sample1_replicate2	6137_sample1_replicate3	6127_sample2_replicate1	6128_sample2_replicate2	6129_sample2_replicate3	sample3_replicate1	sample3_replicate2	sample3_replicate3	these_samples_without_sample_group_will_not_be_loaded	sample_without_sample_group_2	sample_without_sample_group_3
P51523			178058	150484	153173	140936	135764	139881	117234	112347	107734	112911	112975	118355
O95433			11676.6	13024.6	9765.94	8485.11	6819.65	8777.81	9018.16	10429.8	8228.69	7954.23	8532.64	8767.67
Q5TD97			31791.1	30812.3	31068.7	27432.1	21923.5	26382.4	31074.1	26228.9	26498.9	32640.7	29074	28416.5
P47902			28767.1	26005.7	25961.7	22568.2	21607.9	22417.7	20155	19655.1	17094.1	18061.4	16640.6	15253.5
P46976			1088.23	1065.69	1631.33	1741.98	1738.64	1660.18	1928.29	1834.65	1799.32	1893.44	2204.47	1594.24
Q9UQ80			7424.84	9527.16	9695.1	5328.26	5430.12	5552.61	6601.58	7140.15	7322.36	5032.2	5596.33	5668.62
Q96K49			24797	28572.3	26090.2	23870.1	26363.8	26375	21146.9	22783.2	23956.1	24362.8	26119	25123.3
H7BZ55			3071.66	3058.11	3296.41	3710.93	3626.37	4727.44	4891.29	4966.15	5002.33	4575.55	4200.82	5561.71
Q9Y366			9836.86	6763.05	7492.63	9911.78	11042.1	12992	10444	12035.1	11008.8	9262.07	10337.3	7653.35
A6NCI8			27430.3	30138.6	34508.8	27149.1	28518.5	22464.2	28949.1	29714.6	34001.2	30203.1	31200.8	33039.3
Q5VVC0			44933.3	48864	43865.8	53403.6	50704.3	48788.1	41460.8	45702.7	44395.4	42163.2	45262.5	42226.2
Q9GZR7			23340.8	17461.3	20101.9	25921.4	25349.4	25512.4	21933.3	22135.6	21236.6	18791.2	18504.5	15016.8
Q14929			8067.27	9245.25	8439.9	6264.19	6837.71	6760.85	5847.25	5414.27	5696.82	6329.24	5752.11	5770.45
Q8N8J0			282505	269633	276730	191732	194579	185099	185232	197472	203514	198154	191027	197437
Q9H521				1363.38	1218.79				794.157	1105.33	1156.53	500.633	1602.69	1364.2
Q9UBX5			10951.5	11165.7	9490.18	9721.84	7252.8	9545.1	8049.26	10195.6	8378.47	11483.7	10209.5	10460.8
Q9BUR5			904.81	1212.08	1283.44	528.055	955.053	577.674	992.404	940.372	1651.64	847.518	650.901	934.928
Q7Z3H4			37877	39797.1	40823.9	43393.9	46640.9	46145.1	47326.6	49431.4	47945.4	50947.9	48970.1	51075.6
P08603			76753.4	73784.2	76937.2	68335.9	82095.7	82902.4	87897.3	87248.1	90022	98301.2	99923.8	100583
O95049			7836.69	7558.46	8206.66	8619.15	8495.94	8494.43	9174.41	9046.83	8439.24	8634.18	9098.54	8821.8
Q6AZW8			27309.3	26537.6	28135.7	28555.9	27484.3	30564.3	27674.8	32542.4	31866.1	31289.1	28274.4	32454.1
P25105				5565.18	4238.46	6237.99	7315.91	4844.17	5794.24		7894.4	6408.32		
Q99836			2688.82	3081.86	2188.06	2273.82	1739.43	2193.71	2483.31	2215.74	2085.21	2066	2069.4	1832.43
Q9UKG1			5254.68	5356.15	4429.16	5709.74	5918.02	4967.75	7578.97	8619.73	7039.01	6643.94	8304.99	7949.04
Q96N21			80607.1	79565.5	79465.2	50517.3	59144.2	49168.4	56631.4	56579.6	65736.9	52831.5	57957.9	58838.7
Q9UL12			5906.88	7108.24	6594.37	4802.99	5735.65	5537.37	5231.65	5757.79	5553.86	6527.39	5859.87	5816.09
P58215			5260.78	8252.84	6687.55	4670.97	7266.62	5916.74	6540.84	7031.01	6957.94	6204.7	6825.93	6374.85
Q5SVZ6			3686.28	7473.26	7238.17	6114.18	7366.26	7086.72	7869.98	7849.8	7761.26	9120.75	8981.76	9230.94
Q8IY50			15292.1	8157.78	11143.9	20712.6	19264.9	15627.7	20948.1	17605.8	17104.3	24809	18947.8	10069.1
Q9H0Y0			2175.21	2295.38	1400.06	1870.61	2258.42	1940.45	1932.8	2488.17	2074.29	2538.85	2476.65	2793.72
Q6ZVN8			6630.7	6102.94	6724.07	5070.8	5741.73	6693.81	5474.75	5506.63	4702.36	4465.58	4562.93	4156.6
Q13243			18467.6	18059.1	17207.4	9642.79	10179.9	8901.1	11215.6	12745.8	10388.9	11374.3	13435.1	10684.7
O15021				982.891	1106.85	869.384	996.87		777.556	966.149	889.929		753.29	599.38
Q3C1V0			4495.55	4137.02	5021.05	3897.48	5547.87	5850.74	3522.09	4172.93	5063.62	4676.12	5085.54	4854.73
O00560			1205.84	1081.28	857.084			1321.12	830.781	796.804		372.739		
O14793			37249.2	35725.3	34405.5	28682.4	30928.4	29598.4	29586.7	28871.7	29642	34003.7	30417.7	28349.6
Q9UIB8			21376.5	25041.7	27572.8	17784	21779.3	16715.5	19592.2	18465.1	16526.2	15935.9	17359.5	18606.3
Q53GS9			637.389	418.219	1047.72			478.284	752.984	472.426	644.973	763.534	512.613	918.867
F8WBI6			10243.7	12106.9	13122.1	13635	12020.3	11406.9	13004.7	12594.7	14585	11913.3	11696.6	12634
Q92560			5635.24	7198.19	6126.7	4640.28	5988.64	5357.64	8236.96	6682.03	7255.85	7052.06	6942.96	8283.48
O95800			15123.1	15205.5	15004	12295.7	11603.4	13116.1	10273.5	11775.6	11140.3	9425.48	8598.99	8201.43
P19961			54518.5	47427.7	55846.1	37632.9	32615.1	34871.5	27240	31551.5	30784.5	33086.6	30037.9	29914.3
P12319			3543.95	3390.72	3131.11	3054.41	3634.14	3952.07	3214.61	4087.14	3614.48	4036.4	3692.56	3834.4
Q5H943				3167.78	3098.25	3711.14	2164.78	3502.99	4055.28	3354.41		2920.13		
A6NNL0			2106.52	4709.92	3726.89	4655.46	3274.56	3607.86	4655.05	3942.38	3072.25	4857.81	4949.68	3558.77
Q96N03			2941.92	3098.34	3324.09	4117.47	4036.51	4617.25	5061.04	4181.92	4697.22	3756.65	4278.12	4001.69
Q5JTY5			51184.5	52243.8	49263.4	61989	62175.2	65636.9	65918.2	64437.7	64572	63060	68342.6	67020.9
O15370			5782.4	6124.19	5995.33	5701.82	6304.7	8731.47	5816.44	6399.08	6119.89	6644.72	6066.26	4929.71
P32248			5413.57	4000.12	6865.5	3209.59	3317.08	3788.77	3860.52	3855.56	4543.49	5113.58	5783.62	5760.32
Q8NHH9			3364.99	3261.86	2876.86	1992.04	2637.08	2533.74	2482.29	2443.6	2519.25	2400.04	2170.29	2242.19
Q13190			25107.8	27394.4	24005.6	21305.5	18191.7	18841.7	26423.6	27293.2	28316	28757.8	24832.1	29699.3
Q9UFV1			24438.5	23110.5	25179.2	27035.4	29539.6	32654.8	35489.8	36938.4	37304.2	37033.9	34078.4	35827.6
P35372			6827.93	8834.24	7795.98	8084.84	9016.71	9024.78	9342.5	9216.39	10700.9	9797.59	9707.01	8887.78
P0DMU8			40611.4	42109.6	38245.1	41296.2	41583.7	43179.7	35467.3	36470.8	35815.2	36147.1	38149.8	38256.9
Q9NRC1			2129.88	1411.44	1949.48	1436.07	1909.38	2208.96	1595.18	1876.65	1963.37	1936.21	2244.51	2321
Q9Y5E1			19815.5	13884.9	18545	24463.1	21235.7	21875.1	21439.2	22006.3	22768	17513.1	16046.6	14368.5
P21917			10154.1	9498.07	12396.3	7934.79	7271.86	8503.71	7551.78	7723.22	7438.81	6573.21	8166.38	8016.88
Q8IUF8			12018.9	11213.9	14023.1	11736	12648.6	13702.7	11004.4	10427.8	10812.1	9625.6	10636.9	9487.75
Q8WWB3			33303.9	29193.8	32041.6	23052.5	19065.5	25926.6	18126.5	22614.6	20325.1	20763.1	18112	23136.4
Q8N6R0			9708.44	12463.8	15063.9	13926.2	15052.9	13876.8	12665.6	19145.3	17853.6	18208.2	20559.5	18538.1
P13639			5960.37	7212.29	8475.52	5123.42	5557.22	6278.83	7590.76	6409.11	6351.3	6421.24	6390.69	7596.71
Q9NRJ4			10470	9381.87	10665.6	10414.1	11108.9	11500.2	8652.68	9013.51	8896.45	7596.29	8628.02	7844.62
Q9BZW7				7241.14	6934.91				4763.32	4547.61	5225.59		4434.43	6018.83
Q8IX15			1876.32	1150.97	1628.92	843.551	801.807	883.701	730.226	638.465			1011.83	747.34
Q8NGR6			7400.84	5568.47	5742.55	5228.06	5167.51	4267.3	4166.51	3377.42	2835.8	3223.54	3343.19	2559.69
Q96AJ9			53241.8	54274	53728.8	56519.5	51995.6	57091.8	59385	56971.9	59850	65860.3	65738.8	64920.6
P61916			23067.4	32930.9	28665.5	56339.6	44960.6	57045.1	39969.8	36468.3	32113.1	33241.6	28739.3	27946.1
Q14956			11366.8	14631	12998.3	13229.7	15136	13087.9	15213.3	17651.6	16290.4	18193.8	17835.8	18219.7
Q5SY13			3802.64	4228.97	3308.58	4206.29	3093.41	3789.01	2801.83	3351.84	3109.72	3460.3	3509.41	2934.32
Q86TB3			1098.59	1355.69	1536.73	778.373	1254.06	1077.8	2002.16	1314.13	741.252	1404.05	2254.64	1819.45
Q8IV36			15458	14892.2	15289.8	12413.7	15113.3	11940.9	13192.2	13399.4	13456.9	12140	11433.2	12240.1
P09001			9780.41	10653.5	10250.5	11549.8	10276.3	11530.3	10887.1	12236.2	12895.2	10765.5	10730.3	9738.18
Q86YM7			1548.13	1169.37	1259.18			1592.98	992.548	1001.42	986.648	1259.54	1142.1	883.427
P01889			55405.9	58024.7	55286.2	56837.6	56274.4	61952	57453.6	52448.9	58784.4	58016.3	55366.4	54445.7
Q8NGV6			3828.42	3847.78	4297.2	4612.45	5632.75	1997.47	3614.93	4527.42	4547.7	4038.53	4366.15	4656.04
Q5NE16			35104.5	32466	33292.3	31759.2	31252.2	31699.6	33038.7	32663	34684.4	35549.7	34831	33006.9
O76080			8793.4	6748.44	6805.23	9220.6	8888.02	8537.19	7271.38	8199.54	7919.78	8969.89	9965.44	7997.99
Q01082						948.156		864.876	1055.23	1537.36	1293.82	1765.56	1274.59	2431.51
O75899			6616.17	5237.88	6010.94	5701.7	6186.01	5586.21	4970.67	4961.76	4836.76	5733.61	5189.78	4971.41
Q9BSJ2			5606.98		6998.38	12243	9541.19	11782.6	10070.8	9002.85	10155.7	8020.65	7366.8	9299.68
P78369			8746.11	7808.81	8613.48	8793.54	8702.9	7531.71	6482.63	4185.06	5950.83	4180.91	4967.52	2481.43
Q9H8M2				3818.46	3032.44	3475.79	4273.08	3628.46	1975.88	1666.06	2066.74	1642.82	1668.25	1571.44
Q8NGU1			56406.9	54599.4	56794.9	76236.1	70399.7	75182.8	72439.5	75568.2	73171.9	75047.2	80464.9	78863.9
P50542			4981.58	4617.53	4245.28	4069.98	4662.78	3789.59	2779.21	3118.47	3082.59	2457.94	3224.19	2742.05
Q7Z7N9			666.306	918.362	752.679	168.827	420.105		730.728	580.905	449.498	590.881	646.325	793.589
P57771			9333.94	9185.05	8426.67	10946.1	11186.1	9962.9	11206.2	11348.6	11867.4	11207.2	11757.2	11343.8
A6NHR9			14693.5	17537.4	15768.1	13634.4	15243.8	14991.3	15870	15620.7	16183.9	16460.7	15935.3	16232.3
P48595			19017	17265.1	16650.4	15445.7	16855.2	16104.2	15701.2	14762.4	13740	16014.5	15304.5	14884.5
Q9Y2M0			173786	163804	162645	201076	211031	212900	216749	216186	212997	220838	220006	214954
E7EW31			116134	114498	119160	151819	161942	165541	172133	179884	173690	156171	163265	171897
Q9UPR5			11368.2	11161.9	9116.99	8925.64	10555.1	9786.4	7838.06	7370.77	7580.22	8503.62	6838.43	7161.36
O14836			3534.54	3495.28	3460.45	3073.94	3016.51	2705.26	3290.32	3104.72	4611.58	2934.83	2598.93	3170.15
O95243			16220	15798.5	16278.3	20981	21196.3	20889.9	29558.4	21668.2	24190.5	21368.4	20054.1	21855
Q8NBI2			9858.94	10490.8	10120.5	11375.8	12286.4	12747	15225	14746.9	15554.6	17617.8	17206.2	17794.6
Q6ZW05			18480.4	16456.3	17654.4	11381.1	10644.8	10371.1	11371.8	11404.7	11561.6	11406.8	12011.1	11678.2
A6NJ08			3304.73	2436.75	3401.05	3586.82	4663.54	4067.59	3135.13	3001.39	3593.71	3484.73	3388.82	2254.68
Q8TAB3			859.333	1161.07	1002.34		979.886	958.737	1645.49	1066.41	2807.09	2055.67	3165.43	2248.95
Q9Y4G8			7696.17	6049.22	6682.68	4372.05	3940.46	3146	4227.48	5664.98	4821.98	4483.43	4685.06	4751.94
A0A0A0MS03			3854.03		2538.72		3945.85		3367.99	2868.49	3627.01	3052.01	3551.59	3526.72
P02729			5165.64	3111.76	4349.94	4621.69	4184.41	5072.39	4290.8	4836.88	5362.16	5266.82	5215.72	4275.74
Q9NY93			17438	15299.3	15216.5	11955.1	13246.1	12387.6	12263.9	11689.6	12177.6	12474.2	12554	12606.5
O43825			85252.3	110145	111604	89411.2	84845.3	94313.5	74487.8	69999.7	75198.5	68593.5	67337.1	68239.3
P0C7V6			2306.04	1843.57	1772.14		1081.23		678.62	1153.11	1409.05	1012.95		
Q96MU6			6590.29	3936.47	3222.22	4619.87	4577.69	3794.74	3310.65	3398.81	3875.68	3585.69	3707.12	3675.03
O00592			1601.14	949.797	811.524					484.21				
A6NMY6			1456.75	1767.09	2759.25	3188.13	1675.03	1896.18	3200.71	3901.31	3636.66	2792.94	2916.1	2975.13
Q9H8S5			13588	11221.7	11007.5	11944.3	12054.1	12859.3	15072.1	14882.9	14088.4	13147.9	14885.4	14635.7
Q9C019			12033.2	4578.52	3051.47	13826.6	10880.7	11591.6	6939.19	2941.2		4962.86	5758.1	
Q96R30			1980.37	1637.34	1382.58	2109.03	1833.88	2186.88	2371.84	2107.73	2662.04	2663.5	2404.56	3126.08
Q16659			2424.42	3807.56	2499.1	3696.4	3246.38	2280.85	3454.59	2918.15	3102.33	2406.83	2346.03	2307.1
P0C7H8			981.622	1134.61	1096.68	537.834	764.549	1009.03	1002.96	411.642	996.135	1079.3	596.062	
Q8NH67			10961.4	11114.9	11910.5	8861.93	9949.09	10448.4	13654.4	11873.6	13223.5	16179.2	16936.6	13670.7
Q9BYW3			3679.08	3526.83	3190.75	4304.1	5031.31	6175.54	4494.94	4235.81	4872.25	4033.38	4231.05	4570.83
Q9UKJ0			9536.42	11099.9	11392.6	9394	9930.63	9136.85	11419.8	13102.1	13365.4	13585.9	14865	14997.6
Q06730			13762.5	15171.8	13668.1	15489.9	18023.9	14408.6	19029.5	18032.3	18239.5	19030.3	15889	15584.9
P15311			41097.8	35526.7	36946.9	31469.5	24263.9	29048.8	23757.1	23019.8	29326.2	25400.8	24629.1	28471.6
P25090			1440.44	1589.14	1200.76	887.123	968.043	815.212	1268.32	1279.92	1129.09	585.832	709.209	621.145
Q6P9G9			8682.49	8828.58	8883.77	10306.8	11049.6	9146.8	11068.7	8656.85	9751.71	9018.84	9751.01	7489.93
P01848			2122.73	1542.01	1717.43		833.344	479.899	1174.68	804.797	1506.48	1561.31	1701.28	1458.84
Q8N1D5			3994.89	5122.08	3392.04	3553.72	2653.12	3081.92	3127.84	2370.8	2625.96	2980.23	2973.85	2491.73
Q6ZMW3			12268.1	16631.7	15977.4	12931.5	13953	13161.4	18593.7	18551.8	17108.5	22388.2	18677.5	21486.9
Q8IV53			6160.54	5431.4	6159.64	5405.57	4880.79	6395.8	5779.29	7907.4	6910.34	7448.93	5964.66	7114.96
Q96RK1						4524.61	5646.22	4458.56	3960.69	2162.91	4662.17	4151.98		
Q701N4			11594.3	13054.5	13398.3	13565	14241.2	13885	15695.9	15848	15998.7	17072.9	17021.3	16778.5
Q5JRC9			11696.9	14117.6	12762.1	13600.9	14411.3	14873.6	17305.1	17889.5	18041.7	18686.9	17346	17682.9
Q96Q06			25319.7	23669.7	24164.1	24414.1	25609.6	21693.7	22900.2	30523.3	31253.5	26224.7	24828.8	26760.3
Q9HCJ1			4234.41	6764.84	5018.29	3561.93	3057.18	2636.26	3496.64	3731.41	4209.4	4272.66	3347.25	4424.15
Q6DHV5			4250.39			5441.79		4695.83	4284.06	5208.47	4808.32	4239.4	5890.3	6499.11
Q9UK12			36269.9	35748.4	37260.9	39494.4	41597.2	40447.5	39708.9	39874.8	38082.3	40612.4	36547.3	37724.3
Q9NPG4			7107.74	6365.35	5426.87	4734.2	4818.08	4196.18	3119.92	3430.22	3714.42	4713.87	4032.1	3434.1
Q9Y6G1			8224.84	8106.64	7636.9	7823.45	9209.63	8038.03	9009.28	9543.8	10690.8	9853.8	9945.3	9305
Q3YEC7			5471.57	4736.99	5755.41	5686.38	3811.04	3843.3	6051.57	3866.28		3408.84	2512.3	4018.83
Q8NHG7			1451.5	1148.57	1103.57	2228.59	1554.99	2141.32	2119.41	1543.92	1202.45	1643.19	1787.26	1041.87
Q3ZCX4			10553.9	10166.7	8684.85	8907.91	8148.29	10238.8	9419.27	8916.64	8623.63	10049.2	9308.06	10300.4
O77932			1134.41	1575.61	1773.15	1760.52	1133.81	2492.92	1672.58	1619.94	2031.17	2166	2262.94	2866.83
P32942			16453.9	14169.9	13407.9	15735.5	15558.9	14940.1	20124.2	18889.2	20293.3	20650.6	22598.1	21428.8
Q96RK4			50493.5	41571	59306.4	70592.7	73776	73731.8	84368.4	89881	70075.4	63316.6	62480.1	80434.5
P02652			100870	143993	161420	173945	175949	175195	196465	176166	224077	166098	188734	197236
Q15517						9012.12		8285.98		6755.33				
O75123			5157.09	4950.86	4649.6	4483.34	4990.03	4601.34	5934.24	3513.64	4555.52	3784.19	4787.08	4892.09
Q9UF02			4905.7	5649.96	5430.58	4217.54	5089.39	4673.4	5307.64	5369.45	5104.61	4424.95	4450.86	4457.77
Q8N5L8			1890.28	1772.14	1479.19	1312.92	1764.79	1956.5	1705.12	1914.96	1905.58	1796.26	1696.08	1849.18
Q9UPE1			1238.17	1354.5	1154.64	1286.82	1840.64	1549.95	2079.98	1786.03	1550.92	1896.12	1858.25	1816.57
O14521			3550.05	2086.99	2950.35	2938.64	2675.89	3055.81	2223.44	2361.2	2241.57	2956.34	2385.53	2368.24
Q86Y39			6763.11	6095.59	7295.95	4672.16	4604.28	5206.05	3926.81	4191.33	4705.82	4658.67	4895.93	4785.75
Q06587			25874.7	23633.7	22458.2	17932.7	16026.2	14419.2	15645.2	15630.6	15007.9	13489.6	16129.8	14301.5
P54136				1362.13				704.548	764.31	580.164	630.753	517.59	657.092	
Q8TF08			12298.1	13859.1	12027.9	13313.2	16257.1	17658.7	17213.2	19514.3	16355.9	19029.7	18845.3	19291.6
Q8NH89			28217.2	29580.4	29846.1	32248.3	32651.1	31661.7	35191	32832.7	33474.2	37317.3	37385.3	36179.4
P52429			3966.93	4003.81	3656.58	6109.46	6907.67	7238.08	5147.61	4213.04	4652.76	4706.33	4178.43	4060.47
Q8IXJ6			68469.6	57815.9	60424.6	74845.9	75093.6	76734.7	58902.6	74815	65180.7	57323.5	59246.8	43574.6
Q6U7Q0			10135.6	9271.79	8850.29	11025.7	9884.29	10200.5	9814.78	8569.44	10359.7	10250.9	10319.9	10860.2
Q3C1V1			5179.57	5016.35	4844.97	5151.51	4046.08	3425.63	3957.38	4496.19	3979.66	4985.52	3739.67	3972.92
Q9BYG7			14530.5	11224.5	11910.1	13472.1	11851.6	13104.2	11803.6	14135.8	11647.8	13682.1	13512.3	15251.5
P16871			6957.06	8872.71	6675.58	8567.1	8981.14	8587	7447.5	5129.62	6881.75	5959.93	5547.73	5978.89
P22528			4746.77	2500.56	3155.68	3753.21	2373.41	2107.77	1974.99	1982.74	1669.15	2522.24	3524.27	2014.31
O14656			1434.93	2497.95	2661.84	1965.86	1884.85	2291.68	2840.22	2630.88	2672.4	2460.79	2273.66	2916.15
Q96T59			18669.5	21753.1	22240.1	19946.4	19899	19229.2	19752.3	18573.4	21270	20357.3	22081	21254.8
Q15814			66020.5	66832.5	65721.6	78012.7	81800	79056.5	78489.5	74875.7	76830.3	72676.5	74703.2	72310
Q496M5			7500.75	7374.94	6748.6	8625.54	9181.25	7591.33	6316.64	6248.59	7666.34	5415.28	4610.9	5797.69
Q1RMZ1			105181	96814.4	101463	97372.7	99161.5	94712.6	90150.9	85666.6	79473.3	80400.4	84671.7	72700.8
A8MZ26			15339.7	17159.5	17231.3	13616.4	9301.74	11519.9	11433	10677.6	11201.1	11439.1	11779.2	10788.5
Q5T1M5			12854.2	11658	9065.59	10406.8	10019.4	10386.2	12885.9	12699.1	11759.7	13075	12927.7	13019.5
P17213			3930.71	4043.42	4137.27	3731.07	3909.95	3996.57	3397.64	3407.83	3042.26	3857.79	3489.24	2823.91
P22087			6257.46	5762.27	6201.65	5067.14	5380.05	5126.34	5540.29	5747.32	5070.62	5688.88	5953.18	5189.97
Q5T6V5			14686.2	14230.6	15660.4	14610.1	12997.1	13615.1	11599.3	11371.4	10794.7	10321.4	9152.48	13455.6
Q9NTJ4			12129.5	14532.8	17389.2	16011.3	17282.7	20209.3	15897.5	16757.4	15482.6	16732.8	15084.9	15361.4
P30626			52192.3	54285.2	53585.6	63423.3	62246.3	59032.9	62035.1	64075.7	63219.1	64031.4	62383.4	61683
A2RTY3				3047.75	2566.69	3865.84	3949.32	3619.68	4430.84	4625.85	3925.97	3563.94	5004.15	3845.32
F2Z3F1			73161.5	81729.3	80889.7	59466.2	69218.5	65984.1	55902.2	57461.8	64459.8	55955.9	55721.2	53967
Q5SWH9			3102.9	3592.71	3941.12	2911.36	2654.6	3306.19	4163.2	4129.55	5040.06	3593.23	5643	4474.03
Q08999			4515.07	5999.71	6755.04	5880.13	4243.03	4471.71	3339.52	4877.43	4611.89	3893.83	4647.02	4348.46
O95568			9620.46	9536.51	10200.7	8497.9	8881.68	7742.48	10273.3	9995.7	11070.3	10806.8	9319.34	10015.3
Q8NG06			24761.7	24446.1	25102.7	34026.5	29585.5	34234	29365.6	28023.5	29381.8	27756.6	29032.7	28344
A7E2F4			2679.04	3020.45	3841.63	3150.86	3522.01	2935.71	2602.31	3084.66	3258.95	2227.29	3130.56	2558.56
P10966			4251.32	4000.91	4729.16	4727.13	4908.75	4409.43	5732.15	5397.44	4547.42	5032.19	5417.18	5807.8
Q96DB5			39461.7	31892.2	39203	44555.8	40329.2	42156.4	38754.9	43205.9	44959.5	41232.6	38553.4	42454.1
O95389			77089	74719	72429	58041.7	45968.1	51283.7	53202.4	39727.3	42397.4	48420	41924.3	50302.5
Q15283			1192.43		1483.2					1065.98				
Q86U38			4891.6	5442.44	6277.25	6570.17	6758.58	6644.63	7165.36	8216.08	8580.18	7991.4	7400.6	8301.17
P12524			34987.6	34316.8	34136.3	39952.5	36492.8	36821.5	38501	40351	38975.5	38755.4	36341.6	36184.5
Q9NSK7			21379.9	21116.9	19297	22515.5	21166.6	22143.2	20140.5	19366.7	20631.3	19447	19047.4	17937.7
O60393			10791.4	11386.5	10952.9	10398.1	11346.7	12639.5	12078.1	12769.4	14534.5	12866	13444.4	12600
P18440			7629.88	7126.03	7060.54	8621.05	8602.61	9091.02	10314.4	10157.7	9747.27	10691.8	10363.6	11480.9
Q6NX45			2222.38	2045.12	1932.04		1772.95	1533.63	1269.14	1137.18	1364.78	1339.51	1554.26	1349.74
O15033			4473.08	3116.61	4274.5	4332.84		3302.02	3365.55	4512.54	4037.65	4505.84	4158.69	4013.32
P29034			4371.48	5004.8	3626.93	2199.12	2251.07	3026.03	2678.25	3212.41	3102.25	3625.15	3264.56	2615.23
P58294				2878.33	4002.65		2631.93	2683.97	2524.9	1936.75	2122.99	2082.28	2292.96	1912.57
Q8WXU2			106840	113783	109189	86433.7	85286.6	84111.4	92430.6	92299.8	91424.7	87377.6	87916.1	94120.4
Q9P0V9			4765.17	4721.17	5579.62	6009.18	5071.97	4174.1	3739.46	4894.44	4617.6	5944.73	5623.89	5058.86
Q8WUH2			159730	165249	169497	124507	116829	123163	105435	102812	101885	97721	103664	101821
P13498			3685.03	2385.55	2993.78	1853.34	2802.25	1932.99	2095.4	1988.38	2110.91	1491.7	1941.8	1139.84
Q13163			66527.4	65969.9	68034.9	51193.2	54748.4	52941.6	48439.8	49423.5	46944.4	45760.2	46871.6	45589.6
Q8NAC3			28240.5	27857.2	27289.1	18922.4	18348.4	19797.7	17187.5	17166.2	17415.6	17099.8	17526.1	17316.3
Q7Z5Q1			16628.5	12495.7	13635.9	16198.4	13215	14782.6	11904.6	13672	14337.6	13762.9	13279.1	12352.8
O75054			1978.96	1934.1	2093.43		1460.44		948.582	935.947	903.351	838.104	1112.12	1182.62
Q86W28			73299.8	82627.7	84222.8	63513.6	59314.5	57274.8	55719.7	59197.3	55667.8	52901.6	57075.4	53139.7
Q4VXF1			1056.48	714.958	2674.68		1241.54	722.949	1384.4	1939.72	1307.97	2075.02	1675.07	1624.96
Q5T0J7			6975.75	6464.2	7493.72	6725.39	6951.36	6899.24	7828.32	7698.73	8082.83	8039.36	8800.58	7930.44
P60006			13079.1	12510.2	12055.6	14988	15100	14765.7	17596	17099.7	18489.3	18986.4	18582.7	18455.5
O75027			20774.5	20839.4	18656.1	20289.2	22029.3	22397	21939.8	21820.3	21080.9	20425.2	22230.8	22458.6
P55040			167235	173602	169908	148952	144010	155261	153524	153984	156458	159044	157241	158607
Q6UWY5			9238.02	9708.24	9370.98	7953.52	9630.36	8667.41	7760.83	7353.27	8012.9	8036.72	6955.72	7608.81
Q9NNW5					633.082	838.148		700.523	824.029	672.688	998.231	531.769	639.829	788.357
Q9Y4P8			75065.8	79721.6	81226.2	84620.5	77598.8	71679.8	105043	92890.4	90553.5	94430.9	96921.2	88149
A8MWY0			40817.3	46209.5	48020.7	46787.2	49275.8	49236.9	45978.1	49829	50216.9	46957.2	47690	48421.5
Q8N4G2			3835.58	4144.14	4036.9	3699.03	2922.07	3722.1	4172.66	4597.64	3429.98	5792.88	5103.49	5005.26
Q8NGX9			3759.67	4395.62	4478.07	5404.6	5280.64	4325.71	4434.44	3904.42	3426.94	5458.24	2825.75	2563.84
Q96M19			20247.8	20065.4	21201.7	19473.1	19852.7	19628.3	19809.7	20202.9	21472.5	20701.8	19875.7	20047.3
Q8IVH8			5709.47	6594.37	4864.59	5659.63	6509.72	4710.77	5264.47	5687.9	5418.29	4871.05	5457.47	5717.57
Q96DY7			2400.18	1579.19	1749.14		2226.66	2715.26	2422.9	1684.95	2764.08	3193.13	2376	2655.84
Q9BX95			3685.35	4594.61	4412	2632.72	3410.53	2668.14	3720.76	3489.3	3203.15	4195.3	5120.85	5095.88
Q96F44			3095.14	4262.88	3315.24	3525.51	4005.91	4315.3	3899.92	5277.48	4936.78	4336.69	6156.89	5392.41
P01701			5579.59	6974.54	7591.53	3969.69	5955.69	4116.92	5078.85	4146.76	4095.02	4763.89	5078.87	5394.87
P43246			6836.1	7356.2	7820.26	6249.22	7961.14	6889.22	6374.68	6195.55	6966.17	6327.87	6601.89	4659.25
Q765I0			1971.91	2443.98	2723.68	2798.7	1804.02	2604.32	2778.82	2104.23	2314.28	2293.47	2539.88	3103.06
Q86YH6			7736.46	7109.18	7093.64	9460.33	8761.37	8760.84	8994.99	9082.59	9082.13	8697.66	8411.97	8923.24
P48549			2265.42	1960.69	1932.74	1616.12	1641.3	1597.04	1471.23	1549.07	1040.02	1518.45	992.258	1444.47
P23246				4109.39	4615.26	5170.01	4814.72	3684.35	4805.36	5069.24	4713.67	4381.48	4098.15	5655.02
Q96QF7			716.684	1327.6	1769.17	905.641	881.916	1073.18	1075.51	1189.57	1415.57	1325.82	769.384	1071.44
Q8WVM0			30852.7	33097.2	30212.8	37850.8	30745.5	32165.7	39763	35600	38599.3	41471.2	41030.7	39523.3
Q6ZSG2			735206	810989	825210	719725	745152	730407	681653	683169	654515	679914	662699	673695
Q5JTJ3			13890.3	14021.7	15173.7	17099.1	18114.2	18194.2	18350.1	17488.1	18151.9	19498.7	19578.7	19431.1
